video_id,publish_date,title,category,views,likes,comments,ctr_pct,retention_pct,watch_hours,subscribers_gained,upload_hour
VID08456,2026-03-24,Best Settings #8456,Gaming,11849,715,142,6.72,56.08,446.0,170,16
VID08457,2026-03-24,Daily Routine #8457,Lifestyle,2177,115,3,3.87,56.58,62.1,27,20
VID08458,2026-03-24,Parents Be Like #8458,Comedy,10357,479,39,5.3,34.39,206.6,125,21
VID08459,2026-03-24,Daily Routine #8459,Lifestyle,26783,2632,124,10.56,75.96,3576.6,237,6
VID08460,2026-03-24,Career Tips #8460,Education,23715,2141,323,10.28,64.61,2853.2,152,20
VID08461,2026-03-24,Phone Features You Missed #8461,Tech,4406,446,37,8.05,41.57,150.5,89,18
VID08462,2026-03-25,Parents Be Like #8462,Comedy,6284,684,76,10.88,73.02,278.9,24,23
VID08463,2026-03-25,Expectation vs Reality #8463,Comedy,3739,332,20,7.45,67.45,298.4,58,16
VID08464,2026-03-25,Funny Family Moments #8464,Comedy,6281,449,34,5.52,48.03,229.2,124,21
VID08465,2026-03-25,Expectation vs Reality #8465,Comedy,500,37,3,8.97,56.68,20.9,3,16
VID08466,2026-03-25,Travel Mistakes #8466,Travel,69010,1973,55,11.12,66.63,4258.2,585,19
VID08467,2026-03-25,Best Friend Problems #8467,Comedy,10662,645,138,4.87,73.77,1667.6,35,20
VID08468,2026-03-25,Best Restaurants #8468,Food,40846,3403,43,7.9,64.26,4413.0,479,22
VID08469,2026-03-25,AI Tools #8469,Tech,6385,496,74,5.92,50.1,362.5,112,12
VID08470,2026-03-25,Day In My Life #8470,Lifestyle,10665,1074,41,3.08,46.27,336.5,86,12
VID08471,2026-03-25,Productivity Tips #8471,Education,92549,2822,1057,4.03,69.5,9175.9,786,19
VID08472,2026-03-25,Expectation vs Reality #8472,Comedy,16208,823,40,12.4,73.08,2548.9,270,10
VID08473,2026-03-26,Budget Lifestyle #8473,Lifestyle,11107,584,146,6.83,63.01,955.7,71,19
VID08474,2026-03-26,Interview Preparation #8474,Education,19886,1536,243,11.01,54.93,729.2,307,21
VID08475,2026-03-26,Food Review #8475,Food,6583,337,10,10.27,74.76,267.6,149,20
VID08476,2026-03-26,Expectation vs Reality #8476,Comedy,7628,710,23,10.89,58.03,298.7,49,20
VID08477,2026-03-26,Saving Money #8477,Finance,4805,420,11,8.53,67.99,622.1,78,20
VID08478,2026-03-26,Laptop Buying Guide #8478,Tech,5051,319,64,7.21,67.38,280.1,107,16
VID08479,2026-03-26,Saving Money #8479,Finance,4566,297,48,8.99,49.04,298.7,15,21
VID08480,2026-03-26,Useful Tech Tips #8480,Tech,13306,1435,62,10.71,53.11,1315.8,139,16
VID08481,2026-03-26,Street Food Tour #8481,Food,22678,1320,273,6.9,55.92,1843.5,248,16
VID08482,2026-03-26,Career Tips #8482,Education,7409,200,30,10.7,50.42,810.5,160,10
VID08483,2026-03-27,Productivity Tips #8483,Education,4005,347,40,7.8,65.81,209.0,47,22
VID08484,2026-03-27,Healthy Habits #8484,Lifestyle,11691,1153,92,12.57,45.27,557.9,80,21
VID08485,2026-03-27,Funny Family Moments #8485,Comedy,17764,675,240,5.52,39.64,603.6,214,16
VID08486,2026-03-27,Day In My Life #8486,Lifestyle,5498,602,5,8.69,83.15,295.5,70,21
VID08487,2026-03-27,Career Tips #8487,Education,7478,798,96,6.56,44.0,248.3,46,20
VID08488,2026-03-27,Healthy Habits #8488,Lifestyle,15741,1210,40,7.42,75.96,2036.0,123,18
VID08489,2026-03-27,Saving Money #8489,Finance,9021,543,44,7.6,46.4,789.4,72,23
VID08490,2026-03-27,Laptop Buying Guide #8490,Tech,10648,657,100,7.74,39.48,219.8,63,10
VID08491,2026-03-27,Expectation vs Reality #8491,Comedy,31492,2787,229,4.97,66.6,2344.1,148,21
VID08492,2026-03-27,Best Settings #8492,Gaming,10521,598,103,7.02,57.09,601.2,86,6
VID08493,2026-03-28,Money Mistakes #8493,Finance,8027,814,10,5.43,82.55,897.5,164,18
VID08494,2026-03-28,Budget Meals #8494,Food,8596,658,21,9.26,90.0,359.4,44,22
VID08495,2026-03-28,Gaming Highlights #8495,Gaming,48688,4389,325,7.32,65.62,5055.7,931,8
VID08496,2026-03-28,Travel Mistakes #8496,Travel,44845,4012,334,7.0,62.16,4144.5,514,12
VID08497,2026-03-28,Best Friend Problems #8497,Comedy,15999,1083,35,7.81,73.22,1440.5,194,6
VID08498,2026-03-28,Cooking Tips #8498,Food,8067,525,58,8.66,61.5,347.6,34,19
VID08499,2026-03-28,Game Challenge #8499,Gaming,20106,543,126,6.49,53.91,1984.5,181,16
VID08500,2026-03-28,Investment Basics #8500,Finance,1640,107,5,7.93,59.41,95.8,20,23
VID08501,2026-03-28,Personal Finance Tips #8501,Finance,6784,588,45,7.75,53.6,454.4,39,16
VID08502,2026-03-28,Travel Guide #8502,Travel,26447,1539,62,11.96,67.64,2740.7,398,10
VID08503,2026-03-28,Relatable College Life #8503,Comedy,27310,2622,264,8.73,69.97,1141.9,314,20
VID08504,2026-03-29,Parents Be Like #8504,Comedy,4186,414,53,10.66,72.62,577.6,67,10
VID08505,2026-03-29,Credit Score Tips #8505,Finance,3039,226,42,8.32,41.65,147.3,24,14
VID08506,2026-03-29,Best Settings #8506,Gaming,27737,924,190,7.49,61.98,3915.3,226,20
VID08507,2026-03-29,Phone Features You Missed #8507,Tech,4995,521,25,3.43,57.12,424.2,53,16
VID08508,2026-03-29,Daily Routine #8508,Lifestyle,7966,808,51,8.78,66.37,1057.2,145,18
VID08509,2026-03-29,AI Tools #8509,Tech,6992,465,13,12.2,79.82,953.4,132,8
VID08510,2026-03-29,Productivity Tips #8510,Education,2565,199,35,6.69,51.06,211.7,50,21
VID08511,2026-03-29,Weekend Travel Vlog #8511,Travel,12420,403,83,8.87,69.59,696.3,281,18
VID08512,2026-03-29,Street Food Tour #8512,Food,13781,674,169,6.81,46.0,616.8,239,21
VID08513,2026-03-29,Relatable College Life #8513,Comedy,4500,432,45,7.62,58.23,356.7,37,20
VID08514,2026-03-30,Street Food Tour #8514,Food,60698,3824,209,7.22,52.0,2918.3,422,12
VID08515,2026-03-30,Office Comedy #8515,Comedy,20175,1325,190,7.21,65.84,1955.5,327,12
VID08516,2026-03-30,AI Tools #8516,Tech,19404,900,53,8.17,60.18,1024.5,98,21
VID08517,2026-03-30,Relatable College Life #8517,Comedy,9433,1027,79,7.97,44.64,334.1,194,10
VID08518,2026-03-30,Productivity Tips #8518,Education,6401,296,48,3.23,78.94,854.4,134,20
VID08519,2026-03-30,Game Challenge #8519,Gaming,7269,731,49,6.66,61.63,385.6,112,22
VID08520,2026-03-30,Cooking Tips #8520,Food,14099,724,47,9.8,72.17,1699.6,330,22
VID08521,2026-03-30,Career Tips #8521,Education,4646,289,45,3.73,71.13,322.8,43,21
VID08522,2026-03-30,Productivity Tips #8522,Education,5110,191,17,8.86,58.52,450.9,19,19
VID08523,2026-03-30,Investment Basics #8523,Finance,7370,713,27,8.13,50.56,372.5,55,20
VID08524,2026-03-30,Weekend Travel Vlog #8524,Travel,9279,283,44,6.97,68.55,988.7,105,19
VID08525,2026-03-31,Best Settings #8525,Gaming,19850,649,158,10.81,29.88,389.7,50,12
VID08526,2026-03-31,Budget Lifestyle #8526,Lifestyle,6089,511,77,7.43,68.99,438.2,92,20
VID08527,2026-03-31,Budget Lifestyle #8527,Lifestyle,153298,10948,1846,10.65,49.08,12644.7,1180,19
VID08528,2026-03-31,Morning Routine #8528,Lifestyle,9319,279,26,8.91,67.5,635.8,154,16
VID08529,2026-03-31,Cooking Tips #8529,Food,25961,1810,76,8.37,45.39,1763.2,291,19
VID08530,2026-03-31,Funny Family Moments #8530,Comedy,11919,998,143,9.05,53.86,310.8,59,19
VID08531,2026-03-31,Top Games #8531,Gaming,100455,3610,290,6.86,46.93,9931.2,763,22
VID08532,2026-03-31,AI Tools #8532,Tech,26648,2370,50,7.52,61.21,2045.7,299,12
VID08533,2026-03-31,Learning Strategies #8533,Education,3009,176,35,7.23,49.2,270.0,58,23
VID08534,2026-03-31,Morning Routine #8534,Lifestyle,35591,3119,283,10.56,60.79,2777.4,506,14
VID08535,2026-04-01,Saving Money #8535,Finance,6514,212,41,9.02,43.45,292.3,16,20
VID08536,2026-04-01,Study Tips That Work #8536,Education,4979,135,42,9.49,60.26,536.7,106,16
VID08537,2026-04-01,Relatable College Life #8537,Comedy,1133,109,6,10.38,82.29,112.7,12,6
VID08538,2026-04-01,Daily Routine #8538,Lifestyle,7983,668,69,5.59,50.42,551.3,157,12
VID08539,2026-04-01,Best Places to Visit #8539,Travel,16573,524,144,10.52,54.71,1787.9,64,23
VID08540,2026-04-01,Interview Preparation #8540,Education,25491,1879,290,4.48,65.85,1105.0,417,20
VID08541,2026-04-01,Gaming Highlights #8541,Gaming,5190,202,44,11.65,60.48,229.8,19,20
VID08542,2026-04-01,Study Tips That Work #8542,Education,8898,696,55,8.74,55.42,314.6,155,22
VID08543,2026-04-01,Expectation vs Reality #8543,Comedy,1772,123,11,8.63,66.37,76.3,22,14
VID08544,2026-04-01,Weekend Vlog #8544,Lifestyle,2049,57,10,6.02,69.19,229.5,22,8
VID08545,2026-04-02,Game Challenge #8545,Gaming,30570,1676,382,11.02,39.8,901.7,443,18
VID08546,2026-04-02,Best Friend Problems #8546,Comedy,40909,2738,550,7.69,64.77,2790.0,901,20
VID08547,2026-04-02,Gaming Tips #8547,Gaming,21650,718,260,6.76,73.16,1746.8,275,16
VID08548,2026-04-02,Best Apps #8548,Tech,6079,201,51,9.18,74.31,897.7,45,20
VID08549,2026-04-02,AI Tools #8549,Tech,38088,1955,40,7.09,60.38,2618.9,703,14
VID08550,2026-04-02,Study Tips That Work #8550,Education,3290,247,32,11.37,50.83,202.9,35,21
VID08551,2026-04-02,Best Friend Problems #8551,Comedy,3714,127,19,6.61,62.39,363.3,57,21
VID08552,2026-04-02,Office Comedy #8552,Comedy,30246,3066,81,5.97,57.72,3098.2,501,19
VID08553,2026-04-02,Budget Planning #8553,Finance,14073,1539,57,7.25,69.73,1151.5,259,23
VID08554,2026-04-02,Weekend Travel Vlog #8554,Travel,11162,1183,14,6.06,55.38,938.9,46,18
VID08555,2026-04-02,Cooking Tips #8555,Food,1856,81,2,10.76,67.73,199.2,37,19
VID08556,2026-04-03,Best Friend Problems #8556,Comedy,44964,1167,295,5.19,52.26,1542.9,734,19
VID08557,2026-04-03,Cooking Tips #8557,Food,37438,1362,301,4.84,80.96,3112.9,340,14
VID08558,2026-04-03,Investment Basics #8558,Finance,3820,336,25,10.16,69.64,136.1,31,20
VID08559,2026-04-03,Best Friend Problems #8559,Comedy,15353,654,175,8.01,51.69,640.2,161,20
VID08560,2026-04-03,Saving Money #8560,Finance,5567,367,48,9.11,78.72,626.2,75,12
VID08561,2026-04-03,Productivity Tips #8561,Education,8075,490,60,8.45,54.13,381.3,36,16
VID08562,2026-04-03,Productivity Tips #8562,Education,41414,3807,470,7.12,59.06,2904.1,178,21
VID08563,2026-04-03,Travel Guide #8563,Travel,3019,287,24,9.35,61.31,416.9,11,22
VID08564,2026-04-03,Beginner Guide #8564,Gaming,56021,3889,344,10.56,75.62,4660.1,408,14
VID08565,2026-04-03,Street Food Tour #8565,Food,13204,914,36,7.58,50.63,530.1,153,16
VID08566,2026-04-04,Funny Family Moments #8566,Comedy,16319,1716,90,3.69,53.55,1298.4,301,21
VID08567,2026-04-04,Saving Money #8567,Finance,1043,103,7,6.67,61.88,73.8,17,16
VID08568,2026-04-04,Weekend Travel Vlog #8568,Travel,7751,433,108,7.18,56.53,809.5,116,10
VID08569,2026-04-04,Travel Guide #8569,Travel,3204,111,26,9.53,46.43,191.4,37,18
VID08570,2026-04-04,Expectation vs Reality #8570,Comedy,13516,449,106,12.33,70.86,819.3,247,20
VID08571,2026-04-04,Interview Preparation #8571,Education,5525,545,24,6.29,50.82,189.4,63,21
VID08572,2026-04-04,Office Comedy #8572,Comedy,18402,681,232,6.99,54.78,1490.6,260,14
VID08573,2026-04-04,Career Tips #8573,Education,2233,74,21,6.92,64.83,121.4,49,20
VID08574,2026-04-04,Phone Features You Missed #8574,Tech,6497,613,42,8.34,55.02,507.8,113,6
VID08575,2026-04-04,Travel Guide #8575,Travel,23626,806,43,8.22,63.97,2236.7,247,6
VID08576,2026-04-04,Best Places to Visit #8576,Travel,5356,542,38,8.45,52.34,99.4,115,12
VID08577,2026-04-05,Best Apps #8577,Tech,15512,882,93,7.26,85.47,2217.5,324,16
VID08578,2026-04-05,Game Challenge #8578,Gaming,4292,260,18,8.05,62.25,392.2,97,20
VID08579,2026-04-05,Morning Routine #8579,Lifestyle,19097,1860,165,9.97,89.74,3475.9,147,14
VID08580,2026-04-05,Best Friend Problems #8580,Comedy,28952,2930,298,8.66,43.75,2416.0,293,21
VID08581,2026-04-05,Best Friend Problems #8581,Comedy,16702,1801,71,5.54,58.25,962.6,353,18
VID08582,2026-04-05,Best Restaurants #8582,Food,12671,630,134,7.27,53.47,249.7,160,10
VID08583,2026-04-05,Budget Planning #8583,Finance,13063,735,20,9.36,60.47,1397.1,98,20
VID08584,2026-04-05,Weekend Travel Vlog #8584,Travel,23018,2184,151,4.34,68.25,1665.2,100,23
VID08585,2026-04-05,Office Comedy #8585,Comedy,27208,2981,297,6.39,77.32,1556.2,452,10
VID08586,2026-04-05,Tech Hacks #8586,Tech,13073,880,26,3.51,68.79,1624.3,63,18
VID08587,2026-04-06,Day In My Life #8587,Lifestyle,4295,452,11,7.25,54.18,114.2,90,20
VID08588,2026-04-06,Office Comedy #8588,Comedy,24362,690,270,10.42,84.37,1650.8,597,22
VID08589,2026-04-06,Budget Meals #8589,Food,12773,1326,74,11.02,63.32,970.0,58,10
VID08590,2026-04-06,Budget Planning #8590,Finance,53559,5155,91,8.1,43.78,3719.3,1070,14
VID08591,2026-04-06,Morning Routine #8591,Lifestyle,1880,139,22,11.77,61.05,248.6,36,19
VID08592,2026-04-06,Weekend Travel Vlog #8592,Travel,22456,1350,271,6.26,40.59,1086.7,402,23
VID08593,2026-04-06,Top Games #8593,Gaming,3832,394,12,10.86,57.47,435.5,59,19
VID08594,2026-04-06,Laptop Buying Guide #8594,Tech,17001,887,71,7.3,45.91,332.8,137,14
VID08595,2026-04-06,Day In My Life #8595,Lifestyle,2346,128,30,4.63,55.15,69.0,22,21
VID08596,2026-04-06,AI Tools #8596,Tech,33779,1649,268,6.4,68.44,1525.6,740,23
VID08597,2026-04-07,Relatable College Life #8597,Comedy,727,30,7,11.22,75.76,85.6,9,14
VID08598,2026-04-07,Healthy Habits #8598,Lifestyle,7129,489,85,9.77,74.93,890.0,98,21
VID08599,2026-04-07,Best Friend Problems #8599,Comedy,3665,225,21,12.17,64.43,217.1,38,12
VID08600,2026-04-07,Cooking Tips #8600,Food,6072,208,10,10.21,41.56,260.1,114,12
VID08601,2026-04-07,AI Tools #8601,Tech,24842,2712,193,8.4,71.77,1565.2,315,19
VID08602,2026-04-07,Day In My Life #8602,Lifestyle,5156,557,28,10.0,54.79,331.4,22,16
VID08603,2026-04-07,Daily Routine #8603,Lifestyle,2909,219,29,6.92,79.95,197.0,50,12
VID08604,2026-04-07,Travel Guide #8604,Travel,11994,1226,82,6.48,82.99,719.1,237,23
VID08605,2026-04-07,Expectation vs Reality #8605,Comedy,18077,1316,249,8.37,67.28,792.2,214,20
VID08606,2026-04-07,Budget Planning #8606,Finance,13255,407,145,8.93,55.42,554.1,59,18
VID08607,2026-04-07,Travel Guide #8607,Travel,5075,369,48,9.82,63.19,400.2,51,8
VID08608,2026-04-08,Interview Preparation #8608,Education,30033,2563,316,6.17,67.17,3284.3,564,21
VID08609,2026-04-08,Game Challenge #8609,Gaming,40758,3084,172,7.14,66.74,994.2,482,21
VID08610,2026-04-08,Office Comedy #8610,Comedy,18149,1226,103,9.5,70.45,1894.3,141,19
VID08611,2026-04-08,Beginner Guide #8611,Gaming,28858,870,371,9.48,53.56,2836.1,248,20
VID08612,2026-04-08,Career Tips #8612,Education,11821,1277,161,9.06,56.39,1598.2,213,20
VID08613,2026-04-08,Food Review #8613,Food,1332,80,11,11.18,74.79,224.7,22,16
VID08614,2026-04-08,Hidden Places #8614,Travel,8112,381,100,7.86,73.47,435.5,80,21
VID08615,2026-04-08,Best Restaurants #8615,Food,41219,4360,564,3.79,52.94,2072.4,672,23
VID08616,2026-04-08,Phone Features You Missed #8616,Tech,50331,4988,166,9.2,66.4,7250.0,724,22
VID08617,2026-04-08,Laptop Buying Guide #8617,Tech,38474,3394,56,7.44,57.19,5042.3,636,16
VID08618,2026-04-09,Exam Preparation Guide #8618,Education,8499,690,84,10.59,60.5,201.2,148,16
VID08619,2026-04-09,Office Comedy #8619,Comedy,32806,3153,64,7.76,58.71,2850.5,620,21
VID08620,2026-04-09,Interview Preparation #8620,Education,5245,374,40,9.29,70.53,659.5,27,10
VID08621,2026-04-09,Office Comedy #8621,Comedy,15061,1331,176,7.87,76.53,555.2,373,18
VID08622,2026-04-09,Parents Be Like #8622,Comedy,52834,4279,664,8.0,57.08,2207.9,700,18
VID08623,2026-04-09,Gaming Highlights #8623,Gaming,6984,648,60,8.64,60.45,630.3,76,19
VID08624,2026-04-09,Laptop Buying Guide #8624,Tech,16058,533,220,5.59,49.23,791.0,167,18
VID08625,2026-04-09,Hidden Places #8625,Travel,7635,540,74,5.88,49.22,819.3,114,20
VID08626,2026-04-09,Expectation vs Reality #8626,Comedy,135837,6935,1786,7.38,67.52,15623.7,2092,6
VID08627,2026-04-09,Career Tips #8627,Education,43592,1388,114,6.97,50.22,1169.9,228,20
VID08628,2026-04-10,Healthy Habits #8628,Lifestyle,44136,3370,171,8.3,70.57,2418.1,894,23
VID08629,2026-04-10,Best Friend Problems #8629,Comedy,5221,521,62,7.64,65.0,155.4,38,10
VID08630,2026-04-10,Relatable College Life #8630,Comedy,21801,1373,214,8.67,80.37,3252.9,204,20
VID08631,2026-04-10,Career Tips #8631,Education,44147,4089,343,6.48,52.9,3126.8,518,18
VID08632,2026-04-10,AI Tools #8632,Tech,10110,842,128,8.7,68.58,513.1,164,16
VID08633,2026-04-10,Travel Mistakes #8633,Travel,8333,438,52,8.29,66.51,940.1,45,21
VID08634,2026-04-10,Career Tips #8634,Education,1594,174,2,9.83,64.99,210.3,25,12
VID08635,2026-04-10,Exam Preparation Guide #8635,Education,14592,1536,60,7.46,64.38,382.8,94,21
VID08636,2026-04-10,AI Tools #8636,Tech,66907,3931,736,7.81,61.16,6885.6,749,18
VID08637,2026-04-10,Budget Meals #8637,Food,8123,319,60,6.96,73.39,1071.0,129,6
VID08638,2026-04-10,Tech Hacks #8638,Tech,4397,447,24,6.94,79.85,541.0,12,18
VID08639,2026-04-11,Weekend Vlog #8639,Lifestyle,28998,1110,196,8.05,70.02,2769.1,641,20
VID08640,2026-04-11,Best Settings #8640,Gaming,39463,1848,45,12.6,64.58,2766.3,816,18
VID08641,2026-04-11,Expectation vs Reality #8641,Comedy,38544,2110,134,6.05,56.26,3103.5,315,14
VID08642,2026-04-11,Weekend Vlog #8642,Lifestyle,11672,478,141,6.26,56.74,934.9,63,21
VID08643,2026-04-11,Exam Preparation Guide #8643,Education,2411,219,27,4.43,64.11,164.5,21,18
VID08644,2026-04-11,Useful Tech Tips #8644,Tech,36489,1418,326,7.37,65.58,3643.1,490,19
VID08645,2026-04-11,Office Comedy #8645,Comedy,4571,432,11,5.35,71.96,164.5,22,19
VID08646,2026-04-11,Budget Lifestyle #8646,Lifestyle,12387,398,105,9.76,80.86,848.3,121,20
VID08647,2026-04-11,Learning Strategies #8647,Education,11614,327,28,9.57,60.57,1106.8,78,23
VID08648,2026-04-11,Tech Hacks #8648,Tech,11680,641,139,9.47,49.37,432.5,68,19
VID08649,2026-04-12,Laptop Buying Guide #8649,Tech,7051,588,94,6.4,57.85,443.3,35,16
VID08650,2026-04-12,Day In My Life #8650,Lifestyle,4135,367,12,6.51,72.1,309.4,33,12
VID08651,2026-04-12,Morning Routine #8651,Lifestyle,7772,521,28,5.06,67.63,798.1,73,19
VID08652,2026-04-12,Budget Meals #8652,Food,4430,319,41,6.48,45.74,138.1,11,21
VID08653,2026-04-12,Healthy Habits #8653,Lifestyle,12356,808,121,9.88,65.14,946.3,176,16
VID08654,2026-04-12,Best Settings #8654,Gaming,13521,1048,97,7.56,68.39,1422.1,104,6
VID08655,2026-04-12,Relatable College Life #8655,Comedy,20877,628,34,4.07,67.22,2432.7,159,14
VID08656,2026-04-12,Best Restaurants #8656,Food,5883,501,70,9.89,61.11,395.9,96,19
VID08657,2026-04-12,Best Friend Problems #8657,Comedy,20173,945,61,10.9,55.88,1881.7,186,6
VID08658,2026-04-12,Money Mistakes #8658,Finance,18567,1469,203,3.87,73.46,1237.5,275,22
VID08659,2026-04-12,Weekend Travel Vlog #8659,Travel,15079,1412,197,5.32,62.79,587.2,42,16
VID08660,2026-04-13,Day In My Life #8660,Lifestyle,2646,91,30,12.46,71.36,142.0,27,10
VID08661,2026-04-13,Learning Strategies #8661,Education,5126,263,54,6.45,54.42,386.2,27,22
VID08662,2026-04-13,Office Comedy #8662,Comedy,5617,321,12,5.78,64.88,408.4,85,21
VID08663,2026-04-13,Street Food Tour #8663,Food,2040,52,19,12.66,57.7,166.2,15,20
VID08664,2026-04-13,Phone Features You Missed #8664,Tech,13768,1168,19,7.01,56.11,1070.3,110,14
VID08665,2026-04-13,Beginner Guide #8665,Gaming,21279,1683,240,9.35,62.34,850.8,394,16
VID08666,2026-04-13,Productivity Tips #8666,Education,4752,267,39,6.84,48.68,389.8,80,19
VID08667,2026-04-13,Laptop Buying Guide #8667,Tech,74987,2521,539,5.06,51.96,3705.9,1293,8
VID08668,2026-04-13,Credit Score Tips #8668,Finance,6380,478,52,7.55,61.24,702.4,83,21
VID08669,2026-04-13,Parents Be Like #8669,Comedy,28933,1038,275,8.05,59.48,1514.7,265,18
VID08670,2026-04-14,Investment Basics #8670,Finance,3269,155,8,7.91,44.17,128.3,68,19
VID08671,2026-04-14,Day In My Life #8671,Lifestyle,3874,243,31,10.7,56.78,213.6,32,20
VID08672,2026-04-14,Food Review #8672,Food,4234,106,23,8.03,64.24,311.5,85,20
VID08673,2026-04-14,Top Games #8673,Gaming,9355,654,95,7.92,41.96,435.5,55,19
VID08674,2026-04-14,Personal Finance Tips #8674,Finance,16329,1659,208,6.43,55.52,1493.6,338,20
VID08675,2026-04-14,Relatable College Life #8675,Comedy,73438,5826,728,10.19,59.44,5182.0,737,21
VID08676,2026-04-14,Interview Preparation #8676,Education,9575,330,110,11.05,58.54,850.6,184,19
VID08677,2026-04-14,Budget Travel Tips #8677,Travel,6191,155,9,10.09,59.28,579.5,54,14
VID08678,2026-04-14,Weekend Travel Vlog #8678,Travel,18019,1423,57,3.4,71.64,1109.7,426,18
VID08679,2026-04-14,Learning Strategies #8679,Education,10000,687,100,9.44,66.61,551.0,119,20
VID08680,2026-04-15,Phone Features You Missed #8680,Tech,16912,1107,135,5.54,78.65,1856.3,354,21
VID08681,2026-04-15,Budget Travel Tips #8681,Travel,6803,452,20,7.19,53.89,825.5,129,19
VID08682,2026-04-15,Useful Tech Tips #8682,Tech,4888,308,26,5.74,69.01,158.7,42,22
VID08683,2026-04-15,Saving Money #8683,Finance,6559,545,30,9.31,69.94,418.8,94,21
VID08684,2026-04-15,Saving Money #8684,Finance,91804,4760,742,6.62,67.66,7679.4,1792,22
VID08685,2026-04-15,Top Games #8685,Gaming,8796,591,47,6.07,40.59,280.8,95,14
VID08686,2026-04-15,Money Mistakes #8686,Finance,63156,2448,545,6.82,64.54,6083.4,772,6
VID08687,2026-04-15,AI Tools #8687,Tech,8306,882,28,8.96,52.74,864.2,28,23
VID08688,2026-04-15,Parents Be Like #8688,Comedy,1165,124,6,5.95,66.61,68.2,8,20
VID08689,2026-04-15,Credit Score Tips #8689,Finance,11874,934,116,6.0,60.33,695.2,255,8
VID08690,2026-04-15,Funny Family Moments #8690,Comedy,24207,1961,21,4.96,67.9,2826.4,512,10
VID08691,2026-04-16,Expectation vs Reality #8691,Comedy,18164,1528,169,3.8,64.47,1949.4,84,12
VID08692,2026-04-16,Tech Hacks #8692,Tech,20188,949,252,6.31,49.05,959.1,393,10
VID08693,2026-04-16,Budget Travel Tips #8693,Travel,9747,750,62,9.83,59.65,1143.0,209,6
VID08694,2026-04-16,Budget Planning #8694,Finance,30453,2816,298,8.38,62.03,3136.9,88,19
VID08695,2026-04-16,Food Review #8695,Food,10492,505,21,7.46,73.24,604.6,233,10
VID08696,2026-04-16,Productivity Tips #8696,Education,5684,195,6,11.33,61.92,445.6,60,20
VID08697,2026-04-16,Phone Features You Missed #8697,Tech,8623,541,37,8.36,56.07,583.9,43,21
VID08698,2026-04-16,Game Challenge #8698,Gaming,4380,478,50,6.39,61.72,361.9,51,21
VID08699,2026-04-16,Office Comedy #8699,Comedy,11633,1166,43,8.42,58.7,1425.3,116,12
VID08700,2026-04-16,Budget Lifestyle #8700,Lifestyle,500,18,6,6.17,76.38,32.9,5,20
VID08701,2026-04-17,Weekend Vlog #8701,Lifestyle,15841,1475,176,5.59,51.3,1606.6,73,19
VID08702,2026-04-17,Easy Recipes #8702,Food,9503,844,77,8.75,57.79,279.0,86,18
VID08703,2026-04-17,Best Settings #8703,Gaming,56311,1871,411,5.88,33.43,2867.8,858,6
VID08704,2026-04-17,Office Comedy #8704,Comedy,10229,915,116,6.11,54.25,609.0,89,14
VID08705,2026-04-17,Budget Lifestyle #8705,Lifestyle,4162,431,56,9.35,66.77,502.1,62,20
VID08706,2026-04-17,Food Review #8706,Food,9825,353,33,9.9,41.79,911.5,126,18
VID08707,2026-04-17,Best Friend Problems #8707,Comedy,14989,1620,52,6.01,45.46,796.8,239,22
VID08708,2026-04-17,Food Review #8708,Food,2645,229,20,9.03,78.11,250.9,37,18
VID08709,2026-04-17,Budget Planning #8709,Finance,2943,137,11,7.9,68.07,138.5,70,18
VID08710,2026-04-17,Cooking Tips #8710,Food,25196,1749,162,9.82,27.77,752.3,133,18
VID08711,2026-04-17,Best Apps #8711,Tech,16492,1434,137,9.33,51.91,1478.2,82,21
VID08712,2026-04-18,Travel Guide #8712,Travel,46502,2890,389,7.14,77.64,1710.6,1161,23
VID08713,2026-04-18,Money Mistakes #8713,Finance,4050,226,52,7.2,44.52,185.8,59,18
VID08714,2026-04-18,Relatable College Life #8714,Comedy,22383,1825,44,5.37,54.14,2226.3,285,6
VID08715,2026-04-18,Day In My Life #8715,Lifestyle,11030,882,95,14.13,57.56,427.2,101,19
VID08716,2026-04-18,Parents Be Like #8716,Comedy,10666,328,20,7.82,75.14,779.0,149,20
VID08717,2026-04-18,Relatable College Life #8717,Comedy,11244,529,24,5.64,57.92,1131.8,71,16
VID08718,2026-04-18,Gaming Tips #8718,Gaming,5869,330,15,4.74,51.18,599.9,124,8
VID08719,2026-04-18,Parents Be Like #8719,Comedy,33577,3241,158,6.78,56.83,3081.4,128,22
VID08720,2026-04-18,Phone Features You Missed #8720,Tech,4650,175,8,7.32,65.76,166.9,39,10
VID08721,2026-04-18,Budget Lifestyle #8721,Lifestyle,19792,1082,117,4.67,68.7,1766.5,78,16
VID08722,2026-04-19,Street Food Tour #8722,Food,45667,3199,600,7.31,51.11,3801.5,172,22
VID08723,2026-04-19,Funny Family Moments #8723,Comedy,3943,217,38,7.43,68.14,221.3,38,21
VID08724,2026-04-19,Daily Routine #8724,Lifestyle,6602,376,26,11.27,50.79,135.8,121,20
VID08725,2026-04-19,Office Comedy #8725,Comedy,3244,135,8,11.92,58.53,264.4,10,12
VID08726,2026-04-19,AI Tools #8726,Tech,10400,659,28,9.48,64.12,1100.7,150,14
VID08727,2026-04-19,Study Tips That Work #8727,Education,34232,1454,333,12.15,55.08,880.8,736,21
