Creator_ID,Creator_Name,Platform,Content_Category,Country,Followers,Total_Posts,Posting_Frequency_Per_Week,Average_Views,Average_Likes,Average_Comments,Average_Shares,Engagement_Rate_Percent,Monthly_Growth_Rate_Percent,Estimated_Monthly_Revenue_USD
CR0752,Creator_0752,Facebook,Food,UAE,53263,559,26.2,124587,4592,315,161,7.47,6.07,471.86
CR0753,Creator_0753,TikTok,Gaming,France,7554,910,14.7,9642,574,47,39,6.56,1.5,50.0
CR0754,Creator_0754,YouTube,Beauty,India,77852,711,21.7,188558,2538,70,29,2.93,5.92,818.48
CR0755,Creator_0755,Instagram,Comedy,Brazil,15098,272,12.4,6805,535,36,14,3.01,15.24,50.0
CR0756,Creator_0756,X,Education,USA,15265,145,8.5,15926,1256,44,25,7.26,8.28,58.09
CR0757,Creator_0757,TikTok,Beauty,India,10285,196,11.1,18502,69,5,4,0.67,2.91,69.35
CR0758,Creator_0758,YouTube,Comedy,India,3079,56,24.0,6991,113,5,4,4.47,11.98,50.0
CR0759,Creator_0759,Facebook,Comedy,USA,35021,429,19.1,32865,2390,149,91,5.77,2.76,204.05
CR0760,Creator_0760,TikTok,Gaming,UAE,192830,630,28.2,453922,2114,163,87,0.95,8.0,2020.05
CR0761,Creator_0761,Instagram,Travel,Australia,25032,629,20.7,41244,1243,137,96,5.32,5.34,160.61
CR0762,Creator_0762,Instagram,Gaming,India,3202,146,17.5,6666,148,8,10,6.9,6.14,50.0
CR0763,Creator_0763,Instagram,Comedy,India,65998,502,18.7,81450,1043,123,62,1.53,6.27,518.58
CR0764,Creator_0764,TikTok,Fashion,USA,4152,187,28.3,3510,238,22,7,8.45,4.63,50.0
CR0765,Creator_0765,Instagram,Beauty,India,6698,611,23.9,15496,208,14,4,2.58,4.14,50.0
CR0766,Creator_0766,YouTube,Gaming,India,20453,313,1.7,48260,1520,128,113,6.06,0.89,220.35
CR0767,Creator_0767,TikTok,Travel,India,30985,864,16.5,44770,1093,33,43,4.62,1.56,175.14
CR0768,Creator_0768,X,Tech,UAE,8434,657,21.0,3488,440,45,12,4.95,6.67,50.02
CR0769,Creator_0769,YouTube,Food,France,19556,362,22.7,12330,273,21,11,1.98,3.11,50.0
CR0770,Creator_0770,X,Comedy,USA,61232,329,7.2,98176,5041,597,374,7.57,2.31,527.44
CR0771,Creator_0771,Instagram,Education,Germany,71682,681,26.1,32251,3396,284,125,5.52,15.4,331.64
CR0772,Creator_0772,X,Tech,India,113456,547,28.7,139949,10053,1039,496,8.37,14.21,532.58
CR0773,Creator_0773,Instagram,Fitness,USA,241791,559,7.9,250755,4288,428,283,2.03,7.53,920.2
CR0774,Creator_0774,YouTube,Lifestyle,India,68280,438,26.6,129740,2215,120,88,4.4,8.03,373.23
CR0775,Creator_0775,X,Travel,Canada,20968,463,3.8,10834,985,45,25,5.26,2.66,89.02
CR0776,Creator_0776,Instagram,Education,Brazil,72273,704,2.6,103085,2556,161,203,4.93,1.35,298.81
CR0777,Creator_0777,Instagram,Lifestyle,UK,46015,577,4.7,74366,2873,191,221,6.27,4.31,267.01
CR0778,Creator_0778,TikTok,Travel,USA,48161,859,2.7,81696,1419,62,97,4.37,5.5,215.67
CR0779,Creator_0779,TikTok,Fashion,Canada,32984,255,25.5,41257,3018,330,175,9.47,8.0,118.37
CR0780,Creator_0780,TikTok,Food,India,9425,458,2.7,9794,544,40,16,4.89,-0.91,50.0
CR0781,Creator_0781,TikTok,Tech,Germany,8247,233,8.9,15118,47,5,3,0.5,13.02,50.0
CR0782,Creator_0782,YouTube,Beauty,USA,24060,104,4.0,52448,1416,143,41,4.99,6.37,69.9
CR0783,Creator_0783,Instagram,Travel,USA,31928,813,9.6,59277,2911,219,192,7.58,0.07,223.15
CR0784,Creator_0784,YouTube,Beauty,UK,12315,763,3.6,29031,243,27,18,2.77,6.05,130.0
CR0785,Creator_0785,Instagram,Food,UK,43776,104,20.4,83448,837,58,43,2.63,2.34,310.9
CR0786,Creator_0786,Facebook,Comedy,India,294454,940,4.9,590586,8549,929,566,2.95,2.1,2866.1
CR0787,Creator_0787,TikTok,Fitness,Canada,3619,508,25.7,2723,104,5,6,2.43,1.78,50.0
CR0788,Creator_0788,YouTube,Tech,India,52553,84,24.7,67322,2433,140,57,3.75,4.6,464.9
CR0789,Creator_0789,YouTube,Food,Australia,24937,665,1.4,35376,1149,71,65,6.8,12.86,127.2
CR0790,Creator_0790,Facebook,Food,Singapore,45172,682,27.0,42381,3182,237,52,8.16,5.82,282.11
CR0791,Creator_0791,Instagram,Fashion,UAE,16394,646,1.8,24753,63,5,2,0.5,7.93,104.29
CR0792,Creator_0792,TikTok,Lifestyle,UK,22743,83,7.9,22985,996,69,21,3.97,8.78,50.0
CR0793,Creator_0793,YouTube,Fitness,USA,31223,362,1.9,57567,1766,89,69,5.47,4.99,214.37
CR0794,Creator_0794,TikTok,Tech,India,19017,958,10.7,26388,720,81,49,5.25,1.44,86.09
CR0795,Creator_0795,Instagram,Comedy,UAE,4681,894,15.9,6382,395,31,31,8.98,-0.1,50.0
CR0796,Creator_0796,X,Comedy,India,20557,938,24.1,50686,109,6,3,0.5,4.14,180.76
CR0797,Creator_0797,Facebook,Gaming,USA,5276,371,10.8,6458,29,5,2,0.5,9.5,50.0
CR0798,Creator_0798,YouTube,Food,India,57020,177,21.5,66189,3525,341,161,9.34,8.77,203.26
CR0799,Creator_0799,TikTok,Travel,India,3148,608,6.4,3365,240,27,18,6.46,6.4,50.0
CR0800,Creator_0800,Facebook,Fashion,UK,87811,510,22.8,200118,3082,215,134,3.54,6.86,635.2
CR0801,Creator_0801,TikTok,Fitness,India,44090,677,7.8,63627,2597,81,153,5.18,5.02,391.63
CR0802,Creator_0802,Instagram,Comedy,Australia,44284,874,5.2,73512,2683,171,199,5.34,3.81,327.24
CR0803,Creator_0803,TikTok,Tech,India,2232,482,6.4,1740,59,5,2,3.49,2.92,50.0
CR0804,Creator_0804,TikTok,Gaming,India,18436,244,6.3,28317,674,73,49,5.11,0.35,110.49
CR0805,Creator_0805,YouTube,Tech,USA,101376,936,15.9,99020,6125,364,454,5.58,11.79,496.03
CR0806,Creator_0806,TikTok,Fashion,India,14818,332,25.5,28663,1017,117,76,9.23,6.1,106.62
CR0807,Creator_0807,Facebook,Travel,India,7787,634,3.3,16728,625,42,18,6.92,3.95,50.0
CR0808,Creator_0808,Facebook,Gaming,Australia,12936,938,21.5,24592,1212,142,46,8.63,11.87,103.06
CR0809,Creator_0809,YouTube,Gaming,India,24871,878,20.0,48088,528,10,37,1.84,12.54,264.59
CR0810,Creator_0810,Instagram,Lifestyle,Singapore,10106,832,26.3,14918,338,37,11,4.04,15.11,79.79
CR0811,Creator_0811,Facebook,Fitness,India,111178,959,8.1,210732,4977,562,258,5.33,4.63,601.11
CR0812,Creator_0812,X,Gaming,India,24975,485,14.1,32158,149,17,2,0.57,5.87,116.63
CR0813,Creator_0813,Instagram,Lifestyle,Australia,14201,107,27.8,25109,702,14,9,7.4,7.78,53.22
CR0814,Creator_0814,Facebook,Lifestyle,India,6023,902,20.1,5685,406,15,15,6.21,11.32,50.0
CR0815,Creator_0815,X,Fashion,India,46962,322,12.3,25664,2157,184,108,3.99,5.72,292.89
CR0816,Creator_0816,YouTube,Beauty,USA,45748,699,4.8,58021,1809,40,67,4.4,2.06,154.12
CR0817,Creator_0817,TikTok,Tech,India,10817,454,8.6,14816,906,23,45,7.56,2.86,50.0
CR0818,Creator_0818,YouTube,Travel,Singapore,2055,701,17.9,1928,47,5,2,3.05,9.62,50.0
CR0819,Creator_0819,Instagram,Education,India,43147,154,21.8,83195,2783,198,161,7.65,7.67,360.15
CR0820,Creator_0820,YouTube,Tech,UAE,21702,69,4.6,12032,1138,84,63,4.25,4.89,146.78
CR0821,Creator_0821,X,Gaming,Germany,39595,451,18.4,34359,3176,74,126,6.46,4.66,204.71
CR0822,Creator_0822,Instagram,Travel,USA,255442,359,17.0,503728,12205,452,485,4.99,4.89,1839.77
CR0823,Creator_0823,YouTube,Comedy,Germany,26085,366,15.9,34379,3066,214,60,9.71,9.84,123.42
CR0824,Creator_0824,YouTube,Beauty,USA,14899,665,21.0,28026,409,32,18,2.85,2.74,50.0
CR0825,Creator_0825,YouTube,Comedy,Brazil,7190,366,25.3,11444,209,7,10,3.54,1.25,58.38
CR0826,Creator_0826,Facebook,Comedy,India,18783,668,10.4,45013,226,13,9,1.49,11.86,91.91
CR0827,Creator_0827,YouTube,Fitness,Canada,32359,264,26.8,53566,934,103,30,2.39,5.59,96.02
CR0828,Creator_0828,YouTube,Tech,USA,28604,128,5.7,12334,1372,164,83,6.37,5.22,164.93
CR0829,Creator_0829,TikTok,Education,USA,195240,844,6.0,222777,16207,1924,246,8.32,7.85,714.22
CR0830,Creator_0830,YouTube,Fashion,Canada,47760,818,8.7,33452,3108,336,230,6.62,2.04,315.09
CR0831,Creator_0831,Instagram,Education,Australia,23039,552,4.5,53951,1207,71,13,4.79,8.13,113.27
CR0832,Creator_0832,YouTube,Comedy,India,11937,109,7.7,7382,320,28,24,2.83,4.16,70.6
CR0833,Creator_0833,Instagram,Gaming,India,36558,315,4.1,44388,2016,124,85,6.78,9.44,167.84
CR0834,Creator_0834,Instagram,Beauty,Australia,9480,131,24.8,8293,193,16,7,2.71,0.13,61.81
CR0835,Creator_0835,YouTube,Food,Canada,33084,832,5.0,72060,619,31,17,1.83,7.08,214.78
CR0836,Creator_0836,YouTube,Education,Brazil,47123,608,22.7,49384,2099,169,22,4.12,4.69,198.32
CR0837,Creator_0837,Facebook,Comedy,UAE,20974,196,2.4,52077,104,7,3,0.5,3.03,216.15
CR0838,Creator_0838,YouTube,Beauty,Brazil,13032,362,28.5,6269,250,5,4,1.76,8.2,50.0
CR0839,Creator_0839,TikTok,Travel,Australia,2179,679,21.6,1458,143,14,8,8.95,4.98,50.0
CR0840,Creator_0840,TikTok,Tech,India,100248,120,1.2,87390,1596,33,51,1.35,7.13,697.01
CR0841,Creator_0841,Instagram,Lifestyle,India,42778,777,23.2,89975,936,46,59,2.19,9.93,432.58
CR0842,Creator_0842,TikTok,Fitness,UAE,43991,648,15.9,98754,1584,32,38,4.96,8.27,124.08
CR0843,Creator_0843,Instagram,Beauty,Canada,4466,623,23.6,2456,209,12,15,5.07,1.72,50.0
CR0844,Creator_0844,Facebook,Gaming,India,131506,420,16.2,61566,6511,171,303,4.28,3.6,237.83
CR0845,Creator_0845,Instagram,Gaming,USA,15756,47,19.6,30937,93,10,2,0.5,7.11,72.97
CR0846,Creator_0846,YouTube,Beauty,Brazil,19300,956,23.8,13124,1041,64,39,6.67,8.28,128.69
CR0847,Creator_0847,Instagram,Gaming,USA,7866,981,12.7,5343,324,21,7,3.83,4.13,50.0
CR0848,Creator_0848,Facebook,Tech,USA,3446,556,1.1,1540,183,10,4,7.48,6.19,50.0
CR0849,Creator_0849,YouTube,Gaming,USA,101818,77,25.6,51377,2306,190,104,3.38,6.17,724.97
CR0850,Creator_0850,TikTok,Education,India,118135,517,12.0,112667,8109,798,462,6.96,6.66,505.85
CR0851,Creator_0851,Instagram,Lifestyle,USA,22239,316,15.4,11931,1815,153,133,7.65,1.37,106.24
CR0852,Creator_0852,TikTok,Gaming,USA,12316,153,1.2,14466,523,49,23,3.77,0.55,67.04
CR0853,Creator_0853,Instagram,Lifestyle,India,17437,350,15.3,37469,1003,110,77,6.74,-2.41,136.91
CR0854,Creator_0854,Facebook,Comedy,UAE,17996,268,29.6,19530,221,23,16,1.88,5.87,103.04
CR0855,Creator_0855,Instagram,Fashion,USA,6769,569,9.1,13053,341,29,24,5.38,0.73,50.0
CR0856,Creator_0856,Instagram,Tech,Singapore,19223,921,12.5,11480,949,39,42,7.49,12.98,64.2
CR0857,Creator_0857,Instagram,Fashion,Singapore,32082,960,20.9,57256,1343,112,26,5.94,7.79,145.35
CR0858,Creator_0858,YouTube,Comedy,India,86758,94,24.6,92411,7405,522,187,10.09,1.36,195.91
CR0859,Creator_0859,YouTube,Tech,Canada,27347,673,13.1,53996,1511,138,83,6.06,9.47,211.67
CR0860,Creator_0860,Instagram,Beauty,USA,4390,853,10.0,3012,143,14,5,4.0,9.48,50.0
CR0861,Creator_0861,TikTok,Beauty,Germany,40399,187,28.2,92334,4460,420,90,11.05,9.77,180.48
CR0862,Creator_0862,YouTube,Lifestyle,India,20043,790,20.6,18227,1148,120,49,8.39,2.67,94.89
CR0863,Creator_0863,YouTube,Comedy,Canada,130088,522,4.5,148507,1217,32,13,1.27,8.01,908.44
CR0864,Creator_0864,YouTube,Lifestyle,UK,139229,904,3.0,333506,4561,105,279,3.07,9.82,422.63
CR0865,Creator_0865,YouTube,Fitness,India,144946,374,15.0,234060,2685,123,40,2.52,11.0,931.12
CR0866,Creator_0866,YouTube,Gaming,India,14103,244,7.4,16473,906,99,48,6.22,0.17,79.28
CR0867,Creator_0867,Instagram,Food,Canada,265224,683,8.4,634989,10974,1123,718,6.06,4.74,2085.44
CR0868,Creator_0868,Instagram,Fitness,Australia,40278,550,26.5,43945,2175,191,41,6.04,2.55,279.31
CR0869,Creator_0869,X,Gaming,India,174614,165,3.6,104633,1598,143,73,1.21,12.02,927.91
CR0870,Creator_0870,Facebook,Tech,Canada,15093,979,21.7,37632,367,34,23,3.4,7.22,50.0
CR0871,Creator_0871,YouTube,Lifestyle,USA,19084,260,8.9,18367,844,96,23,4.47,8.62,50.0
CR0872,Creator_0872,Instagram,Tech,Australia,36869,903,23.0,80656,351,36,7,0.79,7.17,358.85
CR0873,Creator_0873,TikTok,Tech,India,32037,912,21.9,23952,630,51,21,2.88,6.81,113.8
CR0874,Creator_0874,YouTube,Gaming,Germany,113895,363,1.2,220482,8000,692,390,7.78,2.48,754.88
CR0875,Creator_0875,Instagram,Comedy,India,20600,768,15.8,30927,305,12,15,1.38,3.94,109.24
CR0876,Creator_0876,Instagram,Gaming,USA,102673,54,5.0,252565,7619,653,145,8.0,5.75,556.26
CR0877,Creator_0877,TikTok,Travel,India,62446,721,26.1,97474,5098,318,214,7.2,3.23,194.04
CR0878,Creator_0878,TikTok,Beauty,India,21048,20,26.3,9524,663,23,19,4.16,2.58,85.28
CR0879,Creator_0879,Instagram,Beauty,USA,57118,172,13.1,95281,2359,237,162,3.37,4.78,347.63
CR0880,Creator_0880,Instagram,Fitness,India,15611,448,13.9,11008,911,64,29,6.63,3.38,93.58
CR0881,Creator_0881,Instagram,Beauty,Singapore,401409,964,9.8,833700,10535,1240,723,3.07,5.67,4634.02
CR0882,Creator_0882,TikTok,Gaming,India,1256,527,21.8,2761,46,5,2,3.18,3.95,50.0
CR0883,Creator_0883,Instagram,Education,USA,58330,145,11.4,82385,2738,186,166,4.75,3.1,288.53
CR0884,Creator_0884,Instagram,Lifestyle,India,3535,510,8.8,7228,16,5,2,0.5,2.25,50.0
CR0885,Creator_0885,X,Gaming,India,20754,501,13.5,14626,362,11,19,1.61,5.52,148.63
CR0886,Creator_0886,Instagram,Gaming,India,24380,364,3.7,34945,999,62,37,4.11,8.61,162.06
CR0887,Creator_0887,TikTok,Food,USA,152326,931,22.7,186947,6661,324,424,5.85,7.78,581.27
CR0888,Creator_0888,Instagram,Lifestyle,USA,12137,757,1.4,20435,389,14,15,3.04,0.16,69.96
CR0889,Creator_0889,Instagram,Travel,USA,121080,240,19.7,59741,3863,186,162,4.37,8.51,583.39
CR0890,Creator_0890,Instagram,Beauty,USA,6935,934,6.3,13727,98,5,4,1.25,7.75,50.0
CR0891,Creator_0891,TikTok,Lifestyle,UK,126585,938,7.7,71668,10785,1007,735,6.85,8.61,857.45
CR0892,Creator_0892,X,Beauty,India,15591,742,19.4,27729,721,16,40,5.28,9.29,67.24
CR0893,Creator_0893,X,Fitness,USA,29273,44,29.8,12843,1470,120,50,5.48,2.95,71.12
CR0894,Creator_0894,YouTube,Lifestyle,Brazil,18272,547,23.6,39229,727,69,41,5.87,4.45,128.33
CR0895,Creator_0895,TikTok,Beauty,USA,117561,201,7.5,90153,3845,261,211,4.97,11.77,248.63
CR0896,Creator_0896,Instagram,Travel,Canada,93985,518,6.1,139336,4228,478,317,3.74,11.56,585.03
CR0897,Creator_0897,Instagram,Fashion,India,44802,860,26.1,42523,2374,215,163,7.29,5.23,235.5
CR0898,Creator_0898,Facebook,Tech,UAE,7153,660,13.9,13716,337,31,18,5.15,7.61,50.0
CR0899,Creator_0899,Instagram,Tech,UAE,11822,61,5.0,12706,597,23,20,4.44,7.92,68.55
CR0900,Creator_0900,Instagram,Travel,USA,8243,934,26.0,15840,466,45,30,4.78,11.65,78.61
CR0901,Creator_0901,Instagram,Food,Brazil,2027,500,24.7,2023,92,9,4,4.73,6.71,50.0
CR0902,Creator_0902,Instagram,Fashion,India,114750,949,29.5,227227,5004,280,395,4.41,1.26,1214.5
CR0903,Creator_0903,Instagram,Fitness,India,18453,867,27.4,8567,1121,46,30,5.78,3.83,116.67
CR0904,Creator_0904,TikTok,Travel,UAE,18228,767,25.7,18136,612,35,9,2.74,16.47,85.55
CR0905,Creator_0905,YouTube,Tech,UAE,150319,891,2.5,217531,4409,414,65,2.9,1.09,658.1
CR0906,Creator_0906,Facebook,Tech,India,15562,458,4.0,7697,924,57,50,6.03,5.68,102.6
CR0907,Creator_0907,X,Tech,India,10233,421,17.5,8090,301,28,22,4.48,13.6,50.0
CR0908,Creator_0908,YouTube,Comedy,India,20775,565,16.4,49081,1007,31,10,6.94,2.7,138.79
CR0909,Creator_0909,Instagram,Travel,India,7313,364,14.3,17926,415,41,25,5.7,-4.04,59.25
CR0910,Creator_0910,YouTube,Gaming,UAE,39974,912,12.5,78088,1734,78,97,3.58,-3.4,357.54
CR0911,Creator_0911,TikTok,Fitness,USA,17505,64,13.5,16272,1243,55,76,6.07,2.72,97.97
CR0912,Creator_0912,Instagram,Tech,India,15012,665,17.5,14217,1382,109,48,7.43,-0.67,63.88
CR0913,Creator_0913,TikTok,Beauty,USA,13588,40,1.1,23862,759,20,51,5.78,9.13,127.73
CR0914,Creator_0914,YouTube,Travel,India,23809,653,8.6,15403,1673,37,21,6.26,6.44,124.2
CR0915,Creator_0915,YouTube,Comedy,India,29614,89,16.0,70820,1510,69,94,4.42,-1.97,251.38
CR0916,Creator_0916,YouTube,Travel,Canada,14794,883,21.9,12901,1072,79,30,6.98,-0.08,97.03
CR0917,Creator_0917,Instagram,Fitness,Brazil,17808,892,6.1,44506,534,59,23,3.52,9.84,175.7
CR0918,Creator_0918,Facebook,Comedy,Singapore,24495,67,16.9,35298,1264,132,85,5.54,6.18,190.72
CR0919,Creator_0919,TikTok,Fitness,India,21812,510,21.7,44060,2654,183,76,10.45,10.52,216.4
CR0920,Creator_0920,Instagram,Travel,Germany,27882,570,13.9,11280,1384,32,31,5.99,9.42,73.01
CR0921,Creator_0921,X,Gaming,UAE,12355,306,1.8,28000,575,42,33,3.87,1.47,50.0
CR0922,Creator_0922,YouTube,Fitness,UAE,85415,29,14.0,82596,2604,235,123,3.87,8.59,535.57
CR0923,Creator_0923,Facebook,Comedy,USA,30072,561,9.6,54209,1534,82,70,4.64,7.47,108.59
CR0924,Creator_0924,X,Comedy,USA,15071,775,28.0,31548,1033,32,28,6.67,-1.37,88.94
CR0925,Creator_0925,YouTube,Fitness,India,39976,293,4.6,29770,2250,107,27,5.12,0.73,125.85
CR0926,Creator_0926,Instagram,Education,India,24697,975,19.9,32828,759,73,29,3.37,14.03,102.44
CR0927,Creator_0927,Instagram,Travel,India,3663,619,2.5,5263,149,8,2,3.37,2.25,50.0
CR0928,Creator_0928,YouTube,Education,India,39818,775,13.9,42025,2102,212,154,5.13,6.94,128.75
CR0929,Creator_0929,TikTok,Food,USA,8329,400,17.1,11757,335,17,4,4.89,4.83,73.24
CR0930,Creator_0930,Instagram,Travel,Australia,78793,348,9.6,84059,4721,171,189,5.8,6.14,393.7
CR0931,Creator_0931,Instagram,Fitness,USA,20373,498,14.2,23583,1142,72,15,6.82,5.06,104.62
CR0932,Creator_0932,X,Fashion,India,65978,34,5.7,119129,5887,383,98,10.8,8.88,260.85
CR0933,Creator_0933,Facebook,Fitness,Brazil,13033,535,9.8,22526,183,5,10,1.58,8.79,110.24
CR0934,Creator_0934,YouTube,Education,France,29156,210,19.0,25883,2136,67,118,6.31,5.91,193.33
CR0935,Creator_0935,Instagram,Gaming,UAE,108204,187,9.8,247215,5161,198,63,5.02,2.33,847.21
CR0936,Creator_0936,Instagram,Fitness,Brazil,19744,540,27.1,43670,154,5,2,0.74,3.51,136.53
CR0937,Creator_0937,Instagram,Fitness,USA,13637,640,19.2,20033,911,49,14,7.55,-0.02,77.02
CR0938,Creator_0938,Facebook,Gaming,Brazil,57142,156,13.7,74846,2646,308,167,5.73,4.33,517.4
CR0939,Creator_0939,Instagram,Fitness,India,55882,173,2.1,66577,4482,317,228,6.56,-0.68,299.79
CR0940,Creator_0940,TikTok,Tech,USA,14313,407,15.5,26983,153,12,2,1.06,6.27,120.0
CR0941,Creator_0941,Instagram,Fashion,India,2742,228,23.2,4964,143,7,6,4.32,6.54,50.0
CR0942,Creator_0942,YouTube,Beauty,India,13339,291,8.7,10830,250,13,14,2.43,9.02,52.54
CR0943,Creator_0943,TikTok,Fashion,India,58627,162,24.4,106118,4137,92,293,9.56,1.23,530.33
CR0944,Creator_0944,X,Fitness,UK,11033,630,8.3,10261,939,65,70,7.32,1.47,50.0
CR0945,Creator_0945,Instagram,Tech,UAE,26566,908,24.9,11661,928,63,30,3.3,10.84,131.2
CR0946,Creator_0946,Instagram,Travel,UK,12630,839,3.5,23597,136,5,2,1.42,0.71,109.51
CR0947,Creator_0947,Instagram,Fitness,India,2916,88,26.1,5114,123,11,3,5.23,12.68,50.0
CR0948,Creator_0948,Facebook,Education,UAE,12372,266,15.5,15622,1006,69,64,7.2,2.27,53.22
CR0949,Creator_0949,X,Tech,Canada,58343,280,9.6,87744,527,28,41,0.98,2.29,278.67
CR0950,Creator_0950,TikTok,Gaming,USA,1762,807,8.7,4209,50,5,2,2.75,8.45,50.0
CR0951,Creator_0951,TikTok,Tech,Canada,35953,98,13.5,59319,716,53,22,2.37,7.42,339.36
CR0952,Creator_0952,TikTok,Gaming,India,6877,677,30.0,12251,405,38,16,6.71,11.25,50.0
CR0953,Creator_0953,Instagram,Food,India,54160,642,7.4,28933,2689,129,84,3.99,-1.12,249.2
CR0954,Creator_0954,Facebook,Beauty,France,61173,789,4.0,45793,1993,83,55,4.08,7.37,225.45
CR0955,Creator_0955,YouTube,Lifestyle,India,22076,624,18.0,22782,1090,78,56,5.18,5.34,117.38
CR0956,Creator_0956,YouTube,Tech,USA,22134,544,15.2,33924,734,26,8,2.87,1.73,155.61
CR0957,Creator_0957,YouTube,Comedy,Germany,10643,791,16.2,21614,136,11,3,1.62,12.09,113.38
CR0958,Creator_0958,Instagram,Education,Australia,5724,957,20.3,6151,401,32,22,7.81,6.32,50.0
CR0959,Creator_0959,Instagram,Fitness,India,189625,640,8.7,217765,15497,444,189,8.02,5.28,1061.24
CR0960,Creator_0960,TikTok,Education,India,9948,349,27.4,9330,485,11,7,5.2,7.09,50.0
CR0961,Creator_0961,Instagram,Fashion,India,163238,208,13.6,152575,8084,663,246,5.35,-0.55,874.41
CR0962,Creator_0962,TikTok,Lifestyle,Canada,10012,114,4.7,23954,657,32,46,7.57,1.13,122.13
CR0963,Creator_0963,Instagram,Fashion,USA,49215,636,22.5,85361,2534,72,161,5.14,4.34,176.98
CR0964,Creator_0964,YouTube,Food,India,7270,27,19.7,5288,289,27,3,3.88,6.61,50.0
CR0965,Creator_0965,Instagram,Lifestyle,Brazil,49114,86,10.2,94137,2502,128,112,4.89,9.96,372.38
CR0966,Creator_0966,YouTube,Lifestyle,USA,18500,515,19.0,35450,1006,66,29,7.86,2.4,105.16
CR0967,Creator_0967,TikTok,Fashion,India,18781,210,7.4,33798,950,41,52,4.92,1.6,75.94
CR0968,Creator_0968,Instagram,Gaming,USA,54259,385,13.9,37054,2207,182,133,3.33,7.25,240.19
CR0969,Creator_0969,YouTube,Fashion,Canada,15685,787,27.1,19712,782,39,55,5.12,5.02,80.77
CR0970,Creator_0970,YouTube,Education,India,5206,540,4.9,3249,350,40,15,6.24,-1.22,50.0
CR0971,Creator_0971,TikTok,Gaming,India,64569,136,12.2,136557,3799,343,302,5.98,2.29,474.96
CR0972,Creator_0972,Facebook,Education,UAE,7202,286,24.8,12789,504,16,39,6.02,4.86,74.28
CR0973,Creator_0973,TikTok,Food,USA,48727,630,29.1,71391,1753,108,125,2.98,4.96,164.56
CR0974,Creator_0974,Instagram,Fitness,USA,82367,504,14.2,92278,4065,237,204,6.49,5.81,250.12
CR0975,Creator_0975,Instagram,Travel,USA,17468,528,15.7,13745,774,56,29,4.86,0.95,70.21
CR0976,Creator_0976,Instagram,Gaming,India,104789,317,17.6,65340,2996,312,106,3.23,5.04,692.73
CR0977,Creator_0977,TikTok,Food,India,46819,928,28.0,114023,2709,212,29,6.48,8.81,171.54
CR0978,Creator_0978,Instagram,Comedy,USA,12085,183,25.9,9900,333,8,9,3.8,-4.61,87.5
CR0979,Creator_0979,YouTube,Food,India,134812,395,5.9,70875,2056,175,124,1.34,4.51,480.85
CR0980,Creator_0980,TikTok,Fashion,India,7237,672,13.7,17509,126,5,6,2.6,-0.32,79.52
CR0981,Creator_0981,YouTube,Fashion,Singapore,17444,287,14.5,27087,742,72,55,4.4,5.39,132.32
CR0982,Creator_0982,TikTok,Travel,Brazil,21220,568,23.9,43988,1348,116,18,6.07,0.23,181.8
CR0983,Creator_0983,Instagram,Food,UAE,53960,93,18.5,26543,1211,61,25,2.9,5.97,314.91
CR0984,Creator_0984,Instagram,Beauty,Singapore,97027,527,20.0,154329,4944,243,322,4.27,11.19,740.17
CR0985,Creator_0985,TikTok,Fitness,India,90283,92,29.9,111611,2207,220,77,2.12,2.07,791.89
CR0986,Creator_0986,YouTube,Fashion,Brazil,34797,327,3.2,70329,2258,222,41,6.96,2.58,190.85
CR0987,Creator_0987,TikTok,Travel,India,19490,218,7.5,9368,1499,82,119,8.58,3.86,50.0
CR0988,Creator_0988,YouTube,Fitness,Brazil,3294,149,12.8,4096,217,10,14,8.34,6.62,50.0
CR0989,Creator_0989,Instagram,Food,Brazil,5935,777,11.1,12333,446,33,17,6.92,1.93,51.83
CR0990,Creator_0990,X,Food,Australia,205182,843,1.6,307293,10022,208,677,6.7,4.17,1518.87
CR0991,Creator_0991,X,Lifestyle,Brazil,3256,591,3.7,5063,17,5,2,0.5,3.16,50.0
CR0992,Creator_0992,TikTok,Travel,UK,10914,810,20.7,6592,654,21,42,5.19,3.87,50.0
CR0993,Creator_0993,Instagram,Fashion,India,100337,634,26.5,68017,2929,112,196,3.71,6.66,603.62
CR0994,Creator_0994,TikTok,Beauty,USA,34240,827,15.9,62374,2699,192,42,6.74,7.43,88.01
CR0995,Creator_0995,YouTube,Food,UK,78217,851,16.6,142167,262,31,14,0.5,0.33,698.2
CR0996,Creator_0996,Instagram,Beauty,India,50224,506,8.4,123356,3139,267,32,5.22,6.64,509.15
CR0997,Creator_0997,Facebook,Food,UK,145804,872,23.3,276313,4552,118,59,4.33,16.51,1303.71
CR0998,Creator_0998,Instagram,Fashion,Brazil,37787,170,22.8,54255,2846,206,208,7.26,10.9,237.92
CR0999,Creator_0999,Facebook,Fitness,India,57697,688,18.1,126955,3789,263,177,8.21,3.25,481.99
CR1000,Creator_1000,YouTube,Tech,UAE,11697,225,7.2,7245,371,12,22,2.76,5.96,73.31
